name,homepage,projectrank,category,labels
RDKit,https://github.com/rdkit/rdkit,19,general-tools,['C++']
Matminer,https://github.com/hackingmaterials/matminer,15,general-tools,
QUIP,https://github.com/libAtoms/QUIP,17,general-tools,
e3nn,https://github.com/e3nn/e3nn,0,representation-learning,
DM21,https://github.com/deepmind/deepmind-research/tree/master/density_functional_approximation_dm21,5,ml-dft,
MAML,https://github.com/materialsvirtuallab/maml,0,general-tools,
DeepQMC,https://github.com/deepqmc/deepqmc,0,ml-wft,
Chemiscope,https://github.com/lab-cosmo/chemiscope,0,visualization,['JavaScript']
QML,https://github.com/qmlcode/qml,7,general-tools,
Automatminer,https://github.com/hackingmaterials/automatminer,5,general-tools,
cmlkit,https://github.com/sirmarcel/cmlkit,2,representation-engineering,['benchmarking']
DimeNet,https://github.com/gasteigerjo/dimenet,0,mlp,
Cormorant,https://github.com/risilab/cormorant,0,representation-learning,
BOSS,https://gitlab.com/cest-group/boss,0,materials-discovery,['probabilistic']
cdk,https://github.com/cdk/cdk,19,rep-eng,"['cheminformatics', 'lang-java']"
MPContribs,https://github.com/materialsproject/MPContribs,14,datasets,
NVIDIA Deep Learning Examples for Tensor Cores,https://github.com/NVIDIA/DeepLearningExamples#graph-neural-networks,8,rep-learn,"['educational', 'drug-discovery']"
Pre-trained OCP models,https://github.com/Open-Catalyst-Project/ocp/blob/main/MODELS.md,0,ml-iap,['pre-trained']
Graph-based Deep Learning Literature,https://github.com/naganandy/graph-based-deep-learning-literature,7,community,"['general-ml', 'rep-learn']"
Open Catalyst datasets,https://github.com/Open-Catalyst-Project/ocp/blob/main/DATASET.md,0,datasets,
Open Databases Integration for Materials Design (OPTIMADE),https://github.com/Materials-Consortia/OPTIMADE,6,datasets,
MODNet,https://github.com/ppdebreuck/modnet,0,rep-eng,"['pre-trained', 'small-data', 'transfer-learning']"
openmm-torch,https://github.com/openmm/openmm-torch,0,md,"['ml-iap', 'lang-cpp']"
GlassPy,https://github.com/drcassar/glasspy,0,rep-eng,
mat2vec,https://github.com/materialsintelligence/mat2vec,2,lm,['rep-learn']
TensorMol,https://github.com/jparkhill/TensorMol,5,ml-iap,['single-paper']
Awesome Materials Informatics,https://github.com/tilde-lab/awesome-materials-informatics,3,community,
PROPhet,https://github.com/biklooost/PROPhet,4,ml-dft,"['ml-iap', 'md', 'single-paper', 'lang-cpp']"
SciGlass,https://github.com/drcassar/SciGlass,0,datasets,
tensorfieldnetworks,https://github.com/tensorfieldnetworks/tensorfieldnetworks,1,rep-learn,
Atom2Vec,https://github.com/idocx/Atom2Vec,0,rep-learn,
Element encoder,https://github.com/jeherr/element-encoder,0,rep-learn,['single-paper']
JAX-DFT,https://github.com/google-research/google-research/tree/master/jax_dft,6,ml-dft,
ATOM3D,https://github.com/drorlab/atom3d,0,datasets,"['biomolecules', 'benchmarking']"
ChemDataExtractor,https://github.com/mcs07/ChemDataExtractor,7,language-models,['literature-data']
dlpack,https://github.com/dmlc/dlpack,6,data-structures,['lang-cpp']
pretrained-gnns,https://github.com/snap-stanford/pretrain-gnns,0,others,['pre-trained']
tinker-hp,https://github.com/TinkerTools/tinker-hp,2,ml-iap,
OPTIMADE Python tools,https://github.com/Materials-Consortia/optimade-python-tools,6,datasets,
Materials Data Facility (MDF),https://www.materialsdatafacility.org,2,datasets,
optimade.science,https://optimade.science,0,community,['datasets']
GPUMD,https://github.com/brucefan1983/GPUMD,7,ml-iap,"['md', 'lang-cpp', 'electrostatics']"
ocp,https://github.com/FAIR-Chem/fairchem,0,rep-learn,
FAIR Chemistry datasets,https://github.com/FAIR-Chem/fairchem,0,datasets,['catalysis']
fairchem,https://github.com/FAIR-Chem/fairchem,0,ml-iap,"['pretrained', 'rep-learn', 'catalysis']"
DPA-2,https://github.com/deepmodeling/deepmd-kit,9,uip,"['ml-iap', 'pretrained', 'workflows', 'datasets']"
Crystal Toolkit,https://github.com/materialsproject/crystaltoolkit,8,visualization,
DM21,https://github.com/google-deepmind/deepmind-research/tree/master/density_functional_approximation_dm21,4,ml-dft,
OpenML,https://github.com/openml/OpenML,11,community,['datasets']
fplib,https://github.com/Rutgers-ZRG/libfp,6,rep-eng,"['lang-c', 'single-paper']"
Meta Open Materials 2024 (OMat24) Dataset,https://huggingface.co/datasets/fairchem/OMAT24,0,datasets,
DeePMD-DPA3,https://github.com/deepmodeling/deepmd-kit,0,uip,"['ml-iap', 'pretrained', 'workflows', 'datasets']"
SMACT,https://github.com/WMD-group/SMACT,0,materials-discovery,"['htc', 'structure-prediction', 'electrostatics']"
FAIRChem EquiformerV2 models,https://github.com/FAIR-Chem/fairchem/tree/main/src/fairchem/core/models/equiformer_v2,0,uip,"['pretrained', 'uip', 'rep-learn', 'catalysis']"
FAIRChem eSEN models,https://github.com/janosh/matbench-discovery/tree/main/models/eSEN,0,uip,"['pretrained', 'uip', 'rep-learn', 'catalysis']"
ChemML,https://github.com/hachmannlab/chemml,0,rep-eng,"['cheminformatics', 'active-learning', 'workflows']"
pumml,https://github.com/ncfrey/pumml,0,unsupervised,['materials-discovery']
MPDS API,https://github.com/mpds-io/mpds-api,0,datasets,['phase-transition']
Charting ML Publications in Science,https://github.com/blaiszik/ml_publication_charts,0,community,"['literature-data', 'general-ml']"
ElemNet,https://github.com/NU-CUCIS/ElemNet,0,rep-eng,['single-paper']
molecular-vae,https://github.com/aksub99/molecular-vae,0,generative,"['rep-learn', 'cheminformatics', 'single-paper']"
thermo,https://github.com/janosh/thermo,0,probabilistic,"['materials-discovery', 'experimental-data', 'active-learning', 'transport-phenomena']"
