name,homepage,projectrank,category,labels
QDF for molecule,https://github.com/masashitsubaki/QuantumDeepField_molecule,8,ml-esm,
DeePKS-kit,https://github.com/deepmodeling/deepks-kit,8,ml-dft,
PiNN,https://github.com/Teoroo-CMC/PiNN,8,mlp,
GATGNN: Global Attention Graph Neural Network,https://github.com/superlouis/GATGNN,8,representation-learning,
matsciml,https://github.com/IntelLabs/matsciml,0,representation-learning,['workflows']
GAP,https://libatoms.github.io/,8,mlp,
ACE1.jl,https://acesuit.github.io/,8,mlp,['Julia']
BenchML,https://github.com/capoe/benchml,8,representation-engineering,['benchmarking']
bVAE-IM,https://github.com/tsudalab/bVAE-IM,0,generative,"['qml', 'single-paper']"
ML4pXRDs,https://github.com/aimat-lab/ML4pXRDs,0,representation-learning,"['xrd', 'single-paper']"
DimeNet,https://www.cs.cit.tum.de/daml/dimenet/,0,mlp,
ANI-1 Dataset,https://github.com/isayev/ANI1_dataset,7,datasets,
MoleculeNet Leaderboard,https://github.com/deepchem/moleculenet,7,datasets,['benchmarking']
ACE.jl,https://github.com/ACEsuit/ACE.jl,7,mlp,['Julia']
cG-SchNet,https://github.com/atomistic-machine-learning/cG-SchNet,7,generative,
Sketchmap,https://github.com/lab-cosmo/sketchmap,7,unsupervised,
SNAP,https://github.com/materialsvirtuallab/snap,7,mlp,
DeeperGATGNN,https://github.com/usccolumbia/deeperGATGNN,7,representation-learning,
So3krates (MLFF),https://github.com/thorben-frank/mlff,0,mlp,
DeepErwin,https://github.com/mdsunivie/deeperwin,7,ml-wft,
Atomistic Adversarial Attacks,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,7,mlp,['probabilistic']
UVVisML,https://github.com/learningmatter-mit/uvvisml,7,representation-learning,"['optical-properties', 'single-paper', 'probabilistic']"
Equisolve,https://github.com/lab-cosmo/equisolve,0,math,
SE(3)-Transformers,https://github.com/FabianFuchsML/se3-transformer-public,6,representation-learning,['single-paper']
RDKit Tutorials,https://github.com/rdkit/rdkit-tutorials,6,educational,
GemNet,https://www.cs.cit.tum.de/daml/gemnet/,0,mlp,
G-SchNet,https://github.com/atomistic-machine-learning/G-SchNet,6,generative,
DTNN,https://github.com/atomistic-machine-learning/dtnn,6,representation-learning,
AIMNet,https://github.com/aiqm/aimnet,6,mlp,['single-paper']
PhysNet,https://github.com/MMunibas/PhysNet,6,mlp,['electrostatics']
uncertainty_benchmarking,https://github.com/ulissigroup/uncertainty_benchmarking,6,general-tools,"['benchmarking', 'probabilistic']"
torchchem,https://github.com/deepchem/torchchem,6,general-tools,
ALF,https://github.com/lanl/ALF,0,mlp,['active-learning']
AdsorbML,https://github.com/Open-Catalyst-Project/AdsorbML,0,representation-learning,"['surface-science', 'single-paper']"
SA-GPR,https://github.com/dilkins/TENSOAP,6,representation-engineering,['C']
Libnxc,https://github.com/semodi/libnxc,6,ml-dft,"['C++', 'Fortran']"
SALTED,https://github.com/andreagrisafi/SALTED,6,ml-dft,
CGAT,https://github.com/hyllios/CGAT,6,representation-learning,
ACEhamiltonians,https://github.com/ACEsuit/ACEhamiltonians.jl,6,ml-dft,['Julia']
ACEfit,https://github.com/ACEsuit/ACEfit.jl,6,mlp,['Julia']
BestPractices,https://github.com/anthony-wang/BestPractices,5,educational,
Equiformer,https://github.com/atomicarchitects/equiformer,0,representation-learning,
ANI-1x Datasets,https://github.com/aiqm/ANI1x_datasets,5,datasets,
Applied AI for Materials,https://github.com/WardLT/applied-ai-for-materials,5,educational,
COMP6 Benchmark dataset,https://github.com/isayev/COMP6,5,datasets,
DeepDFT,https://github.com/peterbjorgensen/DeepDFT,5,ml-dft,
SIMPLE-NN v2,https://github.com/MDIL-SNU/SIMPLE-NN_v2,5,mlp,
PACE,https://cortner.github.io/ACEweb,0,mlp,
CBFV,https://github.com/Kaaiian/CBFV,5,representations,
testing-framework,https://github.com/libAtoms/testing-framework,5,mlp,['benchmarking']
NICE,https://github.com/lab-cosmo/nice,5,representations,
fplib,https://github.com/zhuligs/fplib,5,representations,"['C', 'single-paper']"
SOAPxx,https://github.com/capoe/soapxx,5,representations,['C++']
COSMO Toolbox,https://github.com/lab-cosmo/toolbox,5,math,
pyLODE,https://github.com/ceriottm/lode,5,representations,['electrostatics']
GEOM,https://github.com/learningmatter-mit/geom,4,datasets,['drug-discovery']
JAXChem,https://github.com/deepchem/jaxchem,4,general-tools,
AI4Science101,https://ai4science101.deepmodeling.com/,0,educational,
SchNOrb,https://github.com/atomistic-machine-learning/SchNOrb,4,ml-wft,
hippynn,https://github.com/lanl/hippynn,4,representation-learning,['workflows']
Machine Learning for Materials Hard and Soft,https://github.com/CompPhysVienna/MLSummerSchoolVienna2022,0,educational,
MACE-Jax,https://github.com/ACEsuit/mace-jax,0,mlp,
milad,https://github.com/muhrin/milad,4,generative,
MACE-Layer,https://github.com/ACEsuit/mace-layer,0,representation-learning,
charge_transfer_nnp,https://github.com/pfnet-research/charge_transfer_nnp,4,representation-learning,['electrostatics']
SCFNN,https://github.com/andy90/SCFNN,4,representation-learning,"['C++', 'electrostatics', 'single-paper']"
rxngenerator,https://github.com/tsudalab/rxngenerator,4,generative,
CatGym,https://github.com/ulissigroup/catgym,4,reinforcement-learning,
graphite,https://github.com/LLNL/graphite,0,representation-learning,
ACEHAL,https://github.com/ACEsuit/ACEHAL,0,active-learning,"['Julia', 'active-learning']"
Alchemical learning,https://github.com/Luthaf/alchemical-learning,4,mlp,
MolSLEPA,https://github.com/tsudalab/MolSLEPA,0,generative,['xai']
COSMO tools,https://github.com/lab-cosmo/cosmo-tools,4,others,
Computational Autonomy for Materials Discovery (CAMD),https://github.com/ulissigroup/CAMD,0,materials-discovery,
MAChINE,https://github.com/aimat-lab/MAChINE,0,educational,
linear-regression-benchmarks,https://github.com/BingqingCheng/linear-regression-benchmarks,4,datasets,"['benchmarking', 'single-paper']"
MALADA,https://github.com/mala-project/malada,4,ml-dft,
ML-in-chemistry-101,https://github.com/BingqingCheng/ML-in-chemistry-101,3,educational,
DeepH-E3,https://github.com/Xiaoxun-Gong/DeepH-E3,0,ml-dft,['magnetism']
GLAMOUR,https://github.com/learningmatter-mit/GLAMOUR,3,representation-learning,['single-paper']
glp,https://github.com/sirmarcel/glp,0,mlp,
TensorPotential,https://cortner.github.io/ACEweb,0,mlp,
PANNA,https://gitlab.com/PANNAdevs/panna,3,mlp,['benchmarking']
charge-density-models,https://github.com/ulissigroup/charge-density-models,0,ml-dft,
magnetism-prediction,https://github.com/dppant/magnetism-prediction,0,representation-engineering,"['magnetism', 'single-paper']"
Wigner Kernels,https://github.com/lab-cosmo/wigner_kernels,0,math,['benchmarking']
CSNN,https://github.com/foxjas/CSNN,0,ml-dft,
Coarse-Graining-Auto-encoders,https://github.com/learningmatter-mit/Coarse-Graining-Auto-encoders,2,unsupervised,['single-paper']
Graph Transport Network,https://github.com/gasteigerjo/gtn,2,representation-learning,['transport-phenomena']
ML-DFT,https://github.com/MihailBogojeski/ml-dft,2,ml-dft,
CSPML (crystal structure prediction with machine learning-based element substitution),https://github.com/Minoru938/CSPML,2,materials-discovery,['structure-prediction']
AGOX,https://gitlab.com/agox/agox,2,materials-discovery,['structure-optimization']
FieldSchNet,https://github.com/atomistic-machine-learning/field_schnet,2,representation-learning,
SPINNER,https://github.com/MDIL-SNU/SPINNER,2,materials-discovery,"['C++', 'structure-prediction']"
3DSC Database,https://github.com/aimat-lab/3DSC,2,datasets,"['superconductor', 'materials-discovery']"
ACEatoms,https://github.com/ACEsuit/ACEatoms.jl,2,general-tools,['Julia']
e3psi,https://github.com/muhrin/e3psi,0,ml-esm,
ACE Workflows,https://github.com/ACEsuit/ACEworkflows,0,mlp,"['Julia', 'workflows']"
MEGAN: Multi Explanation Graph Attention Student,https://github.com/aimat-lab/graph_attention_student,0,xai,
xDeepH,https://github.com/mzjb/xDeepH,0,ml-dft,"['magnetism', 'Julia']"
SingleNN,https://github.com/lmj1029123/SingleNN,1,mlp,['C++']
PiNN Lab,https://github.com/Teoroo-CMC/PiNN_lab,1,educational,
BERT-PSIE-TC,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,0,nlp,['magnetism']
quantum-structure-ml,https://github.com/hgheiberger/quantum-structure-ml,1,general-tools,"['magnetism', 'benchmarking']"
gprep,https://gitlab.com/jmargraf/gprep,1,ml-dft,['single-paper']
MLIP-3,https://gitlab.com/ashapeev/mlip-3,0,mlp,['C++']
MLDensity_tutorial,https://github.com/bfocassio/MLDensity_tutorial,0,educational,
gkx: Green-Kubo Method in JAX,https://github.com/sirmarcel/gkx,0,representation-learning,['transport-phenomena']
q-pac,https://gitlab.com/jmargraf/kqeq,0,ml-esm,['electrostatics']
kdft,https://gitlab.com/jmargraf/kdf,0,ml-dft,
MALA Tutorial,https://github.com/mala-project/mala_tutorial,0,educational,
SISSO++,https://gitlab.com/sissopp_developers/sissopp,0,representations,['C++']
KmdPlus,https://github.com/Minoru938/KmdPlus,0,unsupervised,
Deep Graph Library (DGL),https://github.com/dmlc/dgl,36,representation-learning,
DeepChem,https://github.com/deepchem/deepchem,35,general-tools,
RDKit,https://github.com/rdkit/rdkit,29,general-tools,['C++']
Matminer,https://github.com/hackingmaterials/matminer,27,general-tools,
QUIP,https://github.com/libAtoms/QUIP,25,general-tools,
e3nn,https://github.com/e3nn/e3nn,24,representation-learning,
AlphaFold,https://github.com/deepmind/alphafold,0,biomolecules,
DM21,https://github.com/deepmind/deepmind-research/tree/master/density_functional_approximation_dm21,20,ml-dft,
MAML,https://github.com/materialsvirtuallab/maml,20,general-tools,
DeepQMC,https://github.com/deepqmc/deepqmc,19,ml-wft,
Chemiscope,https://github.com/lab-cosmo/chemiscope,16,visualization,['JavaScript']
QML,https://github.com/qmlcode/qml,15,general-tools,
KFAC-JAX,https://github.com/deepmind/kfac-jax,0,math,
FermiNet,https://github.com/deepmind/ferminet,0,ml-wft,
Automatminer,https://github.com/hackingmaterials/automatminer,13,general-tools,
Pacemaker,https://cortner.github.io/ACEweb/software/,10,mlp,
cmlkit,https://github.com/sirmarcel/cmlkit,9,representation-engineering,['benchmarking']
DimeNet,https://github.com/gasteigerjo/dimenet,8,mlp,
GElib,https://github.com/risi-kondor/GElib,8,math,['C++']
GemNet,https://github.com/TUM-DAML/gemnet_pytorch,7,mlp,
Cormorant,https://github.com/risilab/cormorant,6,representation-learning,
PACE,https://github.com/ICAMS/lammps-user-pace,6,md,
BOSS,https://gitlab.com/cest-group/boss,5,materials-discovery,['probabilistic']
AI4Science101,https://github.com/deepmodeling/AI4Science101,0,educational,
Autobahn,https://github.com/risilab/Autobahn,4,representation-learning,
TensorPotential,https://cortner.github.io/ACEweb/software/,4,mlp,
cnine,https://github.com/risi-kondor/cnine,0,math,['C++']
chemrev-gpr,https://github.com/gabor1/chemrev-gpr,3,educational,
interface-lammps-mlip-3,https://gitlab.com/ivannovikov/interface-lammps-mlip-3,0,md,
SphericalNet,https://github.com/risilab/SphericalNet,0,representation-learning,
cdk,https://github.com/cdk/cdk,24,rep-eng,"['cheminformatics', 'lang-java']"
AlphaFold,https://github.com/google-deepmind/alphafold,21,biomolecules,
MPContribs,https://github.com/materialsproject/MPContribs,22,datasets,
Best-of Machine Learning with Python,https://github.com/ml-tooling/best-of-ml-python,21,community,"['general-ml', 'lang-py']"
NVIDIA Deep Learning Examples for Tensor Cores,https://github.com/NVIDIA/DeepLearningExamples#graph-neural-networks,20,rep-learn,"['educational', 'drug-discovery']"
Pre-trained OCP models,https://github.com/Open-Catalyst-Project/ocp/blob/main/MODELS.md,18,ml-iap,['pre-trained']
CHGNet,https://github.com/CederGroupHub/chgnet,0,ml-iap,"['md', 'pre-trained', 'electrostatics', 'magnetism', 'structure-relaxation']"
Graph-based Deep Learning Literature,https://github.com/naganandy/graph-based-deep-learning-literature,17,community,"['general-ml', 'rep-learn']"
Open Catalyst datasets,https://github.com/Open-Catalyst-Project/ocp/blob/main/DATASET.md,17,datasets,
GT4SD,https://github.com/GT4SD/gt4sd-core,16,generative,"['pre-trained', 'drug-discovery', 'rep-learn']"
escnn,https://github.com/QUVA-Lab/escnn,15,rep-learn,
KFAC-JAX,https://github.com/google-deepmind/kfac-jax,15,math,
Open Databases Integration for Materials Design (OPTIMADE),https://github.com/Materials-Consortia/OPTIMADE,16,datasets,
MatBench,https://github.com/materialsproject/matbench,15,community,"['datasets', 'benchmarking']"
MODNet,https://github.com/ppdebreuck/modnet,15,rep-eng,"['pre-trained', 'small-data', 'transfer-learning']"
openmm-torch,https://github.com/openmm/openmm-torch,14,md,"['ml-iap', 'lang-cpp']"
MatBench Discovery,https://github.com/janosh/matbench-discovery,0,community,"['datasets', 'benchmarking']"
mp-pyrho,https://github.com/materialsproject/pyrho,14,data-structures,['ml-dft']
FermiNet,https://github.com/google-deepmind/ferminet,13,ml-wft,
AI for Science Resources,https://github.com/divelab/AIRS/blob/main/Overview/resources.md,0,community,
Artificial Intelligence for Science (AIRS),https://github.com/divelab/AIRS,0,general-tool,"['rep-learn', 'generative', 'ml-iap', 'md', 'ml-dft', 'ml-wft', 'biomolecules']"
SPICE,https://github.com/openmm/spice-dataset,12,datasets,"['ml-iap', 'md']"
NNPOps,https://github.com/openmm/NNPOps,13,ml-iap,"['md', 'lang-cpp']"
Equistore,https://github.com/lab-cosmo/metatensor,0,data-structures,
GlassPy,https://github.com/drcassar/glasspy,12,rep-eng,
mat2vec,https://github.com/materialsintelligence/mat2vec,11,lm,['rep-learn']
TensorMol,https://github.com/jparkhill/TensorMol,11,ml-iap,['single-paper']
Awesome Materials Informatics,https://github.com/tilde-lab/awesome-materials-informatics,9,community,
OpenMM-ML,https://github.com/openmm/openmm-ml,9,md,['ml-iap']
2DMD dataset,https://github.com/HSE-LAMBDA/ai4material_design/blob/main/docs/DATA.md,9,datasets,['material-defect']
ai4material_design,https://github.com/HSE-LAMBDA/ai4material_design,9,rep-learn,"['pre-trained', 'material-defect']"
EDM,https://github.com/ehoogeboom/e3_diffusion_for_molecules,8,generative,
PROPhet,https://github.com/biklooost/PROPhet,8,ml-dft,"['ml-iap', 'md', 'single-paper', 'lang-cpp']"
wfl,https://github.com/libAtoms/workflow,8,ml-iap,"['workflows', 'htc']"
SkipAtom,https://github.com/lantunes/skipatom,7,rep-eng,
The Collection of Database and Dataset Resources in Materials Science,https://github.com/sedaoturak/data-resources-for-materials-science,6,community,['datasets']
A Highly Opinionated List of Open-Source Materials Informatics Resources,https://github.com/ncfrey/resources,6,community,
SciGlass,https://github.com/drcassar/SciGlass,6,datasets,
MEGAN,https://github.com/aimat-lab/graph_attention_student,0,xai,"['xai', 'rep-learn']"
tensorfieldnetworks,https://github.com/tensorfieldnetworks/tensorfieldnetworks,4,rep-learn,
EquivariantOperators.jl,https://github.com/aced-differentiate/EquivariantOperators.jl,4,math,['lang-julia']
CraTENet,https://github.com/lantunes/CraTENet,0,rep-learn,['transport-phenomena']
closed-loop-acceleration-benchmarks,https://github.com/aced-differentiate/closed-loop-acceleration-benchmarks,0,materials-discovery,"['materials-discovery', 'active-learning', 'single-paper']"
Linear vs blackbox,https://github.com/CitrineInformatics-ERD-public/linear-vs-blackbox,0,xai,"['xai', 'single-paper', 'rep-eng']"
Atom2Vec,https://github.com/idocx/Atom2Vec,2,rep-learn,
sl_discovery,https://github.com/CitrineInformatics-ERD-public/sl_discovery,0,materials-discovery,"['materials-discovery', 'single-paper']"
Element encoder,https://github.com/jeherr/element-encoder,2,rep-learn,['single-paper']
DeepCDP,https://github.com/siddarthachar/deepcdp,1,ml-dft,
JAX-DFT,https://github.com/google-research/google-research/tree/master/jax_dft,24,ml-dft,
DIG: Dive into Graphs,https://github.com/divelab/DIG,20,rep-learn,
Metatensor,https://github.com/lab-cosmo/metatensor,17,data-structures,"['lang-rust', 'lang-c', 'lang-cpp', 'lang-py']"
ATOM3D,https://github.com/drorlab/atom3d,17,datasets,"['biomolecules', 'benchmarking']"
ChemDataExtractor,https://github.com/mcs07/ChemDataExtractor,15,language-models,['literature-data']
ChemNLP project,https://github.com/OpenBioML/chemnlp,0,language-models,['datasets']
mlcolvar,https://github.com/luigibonati/mlcolvar,14,md,['enhanced-sampling']
GT4SD - Generative Toolkit for Scientific Discovery,https://huggingface.co/GT4SD,13,community,"['generative', 'pre-trained', 'drug-discovery']"
dlpack,https://github.com/dmlc/dlpack,13,data-structures,['lang-cpp']
Geometric GNN Dojo,https://github.com/chaitjo/geometric-gnn-dojo/blob/main/geometric_gnn_101.ipynb,0,educational,['rep-learn']
QH9: A Quantum Hamiltonian Prediction Benchmark,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHBench/QH9,0,datasets,['ml-dft']
QHNet,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHNet,0,ml-dft,['rep-learn']
pretrained-gnns,https://github.com/snap-stanford/pretrain-gnns,9,others,['pre-trained']
DSECOP,https://github.com/GDS-Education-Community-of-Practice/DSECOP,9,educational,
pair_nequip,https://github.com/mir-group/pair_nequip,9,md,"['ml-iap', 'rep-learn']"
tinker-hp,https://github.com/TinkerTools/tinker-hp,8,ml-iap,
lie-nn,https://github.com/lie-nn/lie-nn,8,math,['rep-learn']
TurboGAP,https://github.com/mcaroba/turbogap,8,ml-iap,['lang-fortran']
MoLFormers UI,https://molformer.res.ibm.com/,0,community,"['transformer', 'language-models', 'pre-trained', 'drug-discovery']"
MoLFormer,https://github.com/IBM/molformer,0,language-models,"['transformer', 'pre-trained', 'drug-discovery']"
pair_allegro,https://github.com/mir-group/pair_allegro,7,md,"['ml-iap', 'rep-learn']"
T-e3nn,https://github.com/Hongyu-yu/T-e3nn,0,rep-learn,['magnetism']
Awesome Neural Geometry,https://github.com/neurreps/awesome-neural-geometry,0,community,"['educational', 'rep-learn']"
Mat2Spec,https://github.com/gomes-lab/Mat2Spec,5,ml-dft,['spectroscopy']
NequIP-JAX,https://github.com/mariogeiger/nequip-jax,0,ml-iap,
MAPI_LLM,https://github.com/maykcaldas/MAPI_LLM,0,language-models,['dataset']
soap_turbo,https://github.com/libAtoms/soap_turbo,4,rep-eng,['lang-fortran']
Point Edge Transformer (PET),https://github.com/serfg/pet,0,ml-iap,"['rep-learn', 'transformer']"
torch_spex,https://github.com/lab-cosmo/torch_spex,0,math,
PeriodicPotentials,https://github.com/AaltoRSE/PeriodicPotentials,0,ml-iap,"['community', 'visualization', 'lang-js']"
A3MD,https://github.com/brunocuevas/a3md,1,ml-dft,"['representation-learning', 'single-paper']"
LAMMPS-style pair potentials with GAP,https://github.com/victorprincipe/pair_potentials,0,educational,"['ml-iap', 'md', 'rep-eng']"
APET,https://github.com/emotionor/APET,0,ml-dft,"['density-of-states', 'transformer']"
mlp,https://github.com/cesmix-mit/MLP,0,ml-iap,['lang-julia']
OPTIMADE Python tools,https://github.com/Materials-Consortia/optimade-python-tools,24,datasets,
TorchMD-NET,https://github.com/torchmd/torchmd-net,18,ml-iap,"['md', 'rep-learn', 'transformer', 'pre-trained']"
pymatviz,https://github.com/janosh/pymatviz,16,visualization,"['general-tool', 'probabilistic']"
OPTIMADE Tutorial Exercises,https://github.com/Materials-Consortia/optimade-tutorial-exercises,8,educational,['datasets']
Materials Data Facility (MDF),https://www.materialsdatafacility.org,8,datasets,
FAENet,https://github.com/vict0rsch/faenet,0,rep-learn,
optimade.science,https://optimade.science,7,community,['datasets']
LLM-Prop,https://github.com/vertaix/LLM-Prop,0,language-models,
MLXDM,https://github.com/RowleyGroup/MLXDM,5,ml-iap,['long-range']
paper-ml-robustness-material-property,https://github.com/mathsphy/paper-ml-robustness-material-property,0,unsupervised,"['datasets', 'single-paper']"
OPTIMADE providers dashboard,https://www.optimade.org/providers-dashboard/,3,datasets,
GPUMD,https://github.com/brucefan1983/GPUMD,19,ml-iap,"['md', 'lang-cpp', 'electrostatics']"
calorine,https://gitlab.com/materials-modeling/calorine,7,ml-iap,
PyNEP,https://github.com/bigd4/PyNEP,6,ml-iap,
SOMD,https://github.com/initqp/somd,0,md,"['ml-iap', 'active-learning']"
nep-data,https://gitlab.com/brucefan1983/nep-data,1,datasets,"['ml-iap', 'md', 'transport-phenomena']"
ocp,https://github.com/FAIR-Chem/fairchem,0,rep-learn,
apax,https://github.com/apax-hub/apax,0,ml-iap,
IPSuite,https://github.com/zincware/IPSuite,0,active-learning,"['workflows', 'htc', 'lang-py', 'active-learning', 'community', 'md']"
Point Edge Transformer (PET),https://github.com/spozdn/pet,0,ml-iap,"['rep-learn', 'transformer']"
FAIR Chemistry datasets,https://github.com/FAIR-Chem/fairchem,20,datasets,['catalysis']
fairchem,https://github.com/FAIR-Chem/fairchem,18,ml-iap,"['pretrained', 'rep-learn', 'catalysis']"
Uni-Mol,https://github.com/deepmodeling/Uni-Mol,0,rep-learn,['pretrained']
ZnDraw,https://github.com/zincware/ZnDraw,0,visualization,"['md', 'generative', 'lang-js']"
QH9,https://github.com/divelab/AIRS/tree/main/OpenDFT/QHBench/QH9,0,datasets,['ml-dft']
MLDensity,https://github.com/StefanoSanvitoGroup/MLdensity,0,ml-dft,
paper-qa,https://github.com/Future-House/paper-qa,0,language-models,['ai-agent']
DPA-2,https://github.com/deepmodeling/deepmd-kit,23,uip,"['ml-iap', 'pretrained', 'workflows', 'datasets']"
